O*NET-SOC Code,Title,Example
51-4192.00,"Layout Workers, Metal and Plastic",Measurement calipers
51-4192.00,"Layout Workers, Metal and Plastic",Optical comparators
51-4192.00,"Layout Workers, Metal and Plastic",Parallel blocks
51-4192.00,"Layout Workers, Metal and Plastic",Power hoists
51-4192.00,"Layout Workers, Metal and Plastic",Protractors
51-4192.00,"Layout Workers, Metal and Plastic",Punches
51-4192.00,"Layout Workers, Metal and Plastic",Rulers
51-4192.00,"Layout Workers, Metal and Plastic",Scribes
51-4192.00,"Layout Workers, Metal and Plastic",Stick welding machines
51-4192.00,"Layout Workers, Metal and Plastic",Wheeled forklifts
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Bake ovens
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Chain hoists
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Digital ammeters
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Digital calipers
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Digital levels
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Digital micrometers
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Fixed workshop cranes
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Floor jacks
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Metal inert gas MIG welders
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Monorail conveyer systems
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Pallet jacks
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Plating tank
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Sand blasters
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Spin dryers
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Thermo galvanometers
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Wheeled forklifts
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Air pressure gauges
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Automatic metalworking lathes
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Bench grinding wheels
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Computer numerically controlled CNC grinders
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Counterbores
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Cutter grinders
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Dial bore gauges
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Dial indicators
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Digital angle gauges
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Digital calipers
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Digital micrometers
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Digital radius gauges
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Drill grinders
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Fixed overhead cranes
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Gauge block sets
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Hand reamer sets
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Industrial bench grinders
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Machining centers
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Magnetic chucks
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Metal broaching machinery
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Optical comparators
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Power drills
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Protractors
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Solid milling cutters
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Surface grinding machines
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Tool grinders
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Vernier calipers
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Wheeled forklifts
51-5111.00,Prepress Technicians and Workers,Automated film processors
51-5111.00,Prepress Technicians and Workers,Commercial digital plotters
51-5111.00,Prepress Technicians and Workers,Commercial digital printers
51-5111.00,Prepress Technicians and Workers,Compact disk CD duplicators
51-5111.00,Prepress Technicians and Workers,Desktop computers
51-5111.00,Prepress Technicians and Workers,Digital printing presses
51-5111.00,Prepress Technicians and Workers,Digital still cameras
51-5111.00,Prepress Technicians and Workers,Digital video disk DVD duplicators
51-5111.00,Prepress Technicians and Workers,Drum scanners
51-5111.00,Prepress Technicians and Workers,Flat bed scanners
51-5111.00,Prepress Technicians and Workers,Flexographic plate processors
51-5111.00,Prepress Technicians and Workers,Gravure cylinder engravers
51-5111.00,Prepress Technicians and Workers,Lithographic plate processors
51-5111.00,Prepress Technicians and Workers,Newspaper platesetters
51-5111.00,Prepress Technicians and Workers,Plate stackers
51-5111.00,Prepress Technicians and Workers,Printing densitometers
51-5111.00,Prepress Technicians and Workers,Thermal platesetters
51-5112.00,Printing Press Operators,Acoustic ear muffs or defenders
51-5112.00,Printing Press Operators,Adjustable crescent wrenches
51-5112.00,Printing Press Operators,Adjustable wrenches
51-5112.00,Printing Press Operators,Air knives
51-5112.00,Printing Press Operators,Allen wrenches
51-5112.00,Printing Press Operators,Back joggers
51-5112.00,Printing Press Operators,Ball peen hammers
51-5112.00,Printing Press Operators,Chain hoists
51-5112.00,Printing Press Operators,Claw hammers
51-5112.00,Printing Press Operators,Collating equipment
51-5112.00,Printing Press Operators,Color separation scanners
51-5112.00,Printing Press Operators,Conductivity indicators
51-5112.00,Printing Press Operators,Cutting equipment
51-5112.00,Printing Press Operators,Densitometers
51-5112.00,Printing Press Operators,Desktop computers
51-5112.00,Printing Press Operators,Digital cameras
51-5112.00,Printing Press Operators,Digital copiers
51-5112.00,Printing Press Operators,Digital letterpresses
51-5112.00,Printing Press Operators,Digital printing presses
51-5112.00,Printing Press Operators,Drift punches
51-5112.00,Printing Press Operators,Drum scanners
51-5112.00,Printing Press Operators,Ear plugs
51-5112.00,Printing Press Operators,Electric lifts
51-5112.00,Printing Press Operators,External drum imagesetters
51-5112.00,Printing Press Operators,Flat-bed imagesetters
51-5112.00,Printing Press Operators,Flexo presses
51-5112.00,Printing Press Operators,Flexographic presses
51-5112.00,Printing Press Operators,Folding equipment
51-5112.00,Printing Press Operators,Gravure presses
51-5112.00,Printing Press Operators,Grease dispensing guns
51-5112.00,Printing Press Operators,Grease guns
51-5112.00,Printing Press Operators,Hand trucks
51-5112.00,Printing Press Operators,Handheld magnifiers
51-5112.00,Printing Press Operators,Hoists
51-5112.00,Printing Press Operators,Infrared dryers
51-5112.00,Printing Press Operators,Internal drum imagesetters
51-5112.00,Printing Press Operators,Laminating machines
51-5112.00,Printing Press Operators,Laminators
51-5112.00,Printing Press Operators,Laptop computers
51-5112.00,Printing Press Operators,Large format printers
51-5112.00,Printing Press Operators,Letter presses
51-5112.00,Printing Press Operators,Line gauge rulers
51-5112.00,Printing Press Operators,Material conveyors
51-5112.00,Printing Press Operators,Materials conveyors
51-5112.00,Printing Press Operators,Measuring tapes
51-5112.00,Printing Press Operators,Micrometers
51-5112.00,Printing Press Operators,Multicolor presses
51-5112.00,Printing Press Operators,Numbering machines
51-5112.00,Printing Press Operators,Offset presses
51-5112.00,Printing Press Operators,Offset printing equipment
51-5112.00,Printing Press Operators,Offset printing plate processing equipment
51-5112.00,Printing Press Operators,Packing gauges
51-5112.00,Printing Press Operators,Pad printing machines
51-5112.00,Printing Press Operators,Pallet jacks
51-5112.00,Printing Press Operators,Paper cutting machines
51-5112.00,Printing Press Operators,Paper drills
51-5112.00,Printing Press Operators,Paper folders
51-5112.00,Printing Press Operators,Paper joggers
51-5112.00,Printing Press Operators,Perforators
51-5112.00,Printing Press Operators,Personal computers
51-5112.00,Printing Press Operators,pH indicators
